1,0,1.16774,4000,0,5,1,0.2,0.0,0.041666666666666664
1,50,0.6151484,8000,41,42,1.1,0.4,0.3416666666666667,0.35
1,100,0.6356684,8000,42,44,1.2000000000000002,0.4,0.35,0.36666666666666664
1,150,0.6451625,12000,57,52,1.3000000000000003,0.6,0.475,0.43333333333333335
1,200,0.5702192,8000,40,40,1.4000000000000004,0.4,0.3333333333333333,0.3333333333333333
1,250,0.53559154,12000,55,39,1.5000000000000004,0.6,0.4583333333333333,0.325
1,300,0.54481363,8000,42,40,1.6000000000000005,0.4,0.35,0.3333333333333333
1,350,0.5769748,8000,38,38,1.7000000000000006,0.4,0.31666666666666665,0.31666666666666665
1,400,0.6473789,12000,69,53,1.8000000000000007,0.6,0.575,0.44166666666666665
1,450,0.5310037,8000,39,38,1.9000000000000008,0.4,0.325,0.31666666666666665
1,500,0.538489,12000,66,46,2.000000000000001,0.6,0.55,0.38333333333333336
1,550,0.5908561,12000,76,74,2.100000000000001,0.6,0.6333333333333333,0.6166666666666667
1,600,0.5703285,8000,40,40,2.200000000000001,0.4,0.3333333333333333,0.3333333333333333
1,650,0.52680844,9242,39,39,2.300000000000001,0.4621,0.325,0.325
1,700,0.55145663,12000,39,39,2.4000000000000012,0.6,0.325,0.325
1,750,0.47536004,9427,40,40,2.5000000000000013,0.47135,0.3333333333333333,0.3333333333333333
1,800,0.44524348,12000,40,40,2.6000000000000014,0.6,0.3333333333333333,0.3333333333333333
1,850,0.4900009,12000,78,57,2.7000000000000015,0.6,0.65,0.475
1,900,0.58252704,15806,46,40,2.8000000000000016,0.7903,0.38333333333333336,0.3333333333333333
1,950,0.5390348,8000,40,40,2.9000000000000017,0.4,0.3333333333333333,0.3333333333333333
1,1000,0.5370319,12000,72,48,3.0000000000000018,0.6,0.6,0.4
1,1050,0.5373516,12000,84,70,3.100000000000002,0.6,0.7,0.5833333333333334
1,1100,0.576566,12000,65,40,3.200000000000002,0.6,0.5416666666666666,0.3333333333333333
1,1150,0.44722703,12000,75,41,3.300000000000002,0.6,0.625,0.3416666666666667
1,1200,0.5881648,12000,74,40,3.400000000000002,0.6,0.6166666666666667,0.3333333333333333
1,1250,0.56374574,12000,76,53,3.500000000000002,0.6,0.6333333333333333,0.44166666666666665
1,1300,0.49638137,16000,56,40,3.6000000000000023,0.8,0.4666666666666667,0.3333333333333333
1,1350,0.47505623,12000,45,40,3.7000000000000024,0.6,0.375,0.3333333333333333
1,1400,0.5322344,12000,81,47,3.8000000000000025,0.6,0.675,0.39166666666666666
1,1450,0.50405455,12000,58,40,3.9000000000000026,0.6,0.48333333333333334,0.3333333333333333
1,1500,0.53750676,12000,79,55,4.000000000000003,0.6,0.6583333333333333,0.4583333333333333
1,1550,0.55933297,12072,54,40,4.100000000000002,0.6036,0.45,0.3333333333333333
1,1600,0.49597642,12000,74,40,4.200000000000002,0.6,0.6166666666666667,0.3333333333333333
1,1650,0.5708518,12133,55,40,4.300000000000002,0.60665,0.4583333333333333,0.3333333333333333
1,1700,0.53485626,19210,64,40,4.400000000000001,0.9605,0.5333333333333333,0.3333333333333333
1,1750,0.49100536,12000,78,58,4.500000000000001,0.6,0.65,0.48333333333333334
1,1800,0.5424178,12000,80,57,4.6000000000000005,0.6,0.6666666666666666,0.475
